image,text
/home/user/dataset/dataset/demodata/Maltese31.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/shitzu09.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/redbone8.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/Maltese23.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/Maltese40.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/irish_grayhound32.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/japanese_spaniel58.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel42.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/norweight_elkahound4.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/redbone17.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/bloodhound06.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/Komondor16.jpg,the breed is Komondor
/home/user/dataset/dataset/demodata/bloodhound05.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/japanese_spaniel49.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel75.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/rotweiller11.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/shitzu07.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/bloodhound19.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/japanese_spaniel26.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel24.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/bloodhound12.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/japanese_spaniel35.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel31.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/Maltese21.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/japanese_spaniel36.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/Maltese13.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/japanese_spaniel57.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/shitzu06.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/japanese_spaniel05.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel33.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel41.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/bloodhound11.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/irish_grayhound29.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/japanese_spaniel48.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/rotweiller27.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/irish_grayhound09.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/japanese_spaniel65.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/Maltese42.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/japanese_spaniel07.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel30.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel52.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/redbone24.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/redbone11.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/norweight_elkahound17.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/japanese_spaniel67.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/Maltese29.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/Maltese02.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/irish_grayhound04.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/irish_grayhound27.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/redbone7.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/Maltese07.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/Komondor10.jpg,the breed is Komondor
/home/user/dataset/dataset/demodata/Maltese10.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/japanese_spaniel68.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/rotweiller21.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/Maltese35.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/bloodhound15.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/bloodhound26.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/japanese_spaniel19.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/irish_grayhound06.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/japanese_spaniel61.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/irish_grayhound05.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/shitzu14.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/Maltese39.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/redbone18.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/japanese_spaniel78.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel43.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/Maltese19.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/shitzu13.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/Maltese16.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/Komondor06.jpg,the breed is Komondor
/home/user/dataset/dataset/demodata/Maltese28.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/japanese_spaniel39.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/shitzu03.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/rotweiller5.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/Komondor14.jpg,the breed is Komondor
/home/user/dataset/dataset/demodata/Maltese32.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/japanese_spaniel37.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/shitzu15.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/Komondor13.jpg,the breed is Komondor
/home/user/dataset/dataset/demodata/Maltese15.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/redbone13.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/Maltese17.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/rotweiller23.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/japanese_spaniel20.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/Maltese26.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/rotweiller1.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/irish_grayhound02.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/bloodhound23.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/shitzu23.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/japanese_spaniel77.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/bloodhound03.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/shitzu10.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/Maltese30.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/rotweiller9.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/bloodhound09.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/rotweiller16.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/rotweiller6.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/rotweiller4.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/Maltese41.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/japanese_spaniel73.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel10.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel28.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/shitzu02.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/shitzu12.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/bloodhound08.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/japanese_spaniel60.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/rotweiller14.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/irish_grayhound21.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/irish_grayhound24.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/Komondor09.jpg,the breed is Komondor
/home/user/dataset/dataset/demodata/Maltese05.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/irish_grayhound28.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/japanese_spaniel03.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/rotweiller19.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/Komondor07.jpg,the breed is Komondor
/home/user/dataset/dataset/demodata/redbone14.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/japanese_spaniel46.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel66.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/irish_grayhound30.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/redbone21.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/bloodhound18.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/shitzu11.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/redbone16.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/redbone15.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/Maltese09.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/japanese_spaniel56.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/bloodhound25.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/irish_grayhound12.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/japanese_spaniel79.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel40.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/norweight_elkahound16.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/japanese_spaniel50.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel38.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/redbone19.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/Komondor15.jpg,the breed is Komondor
/home/user/dataset/dataset/demodata/bloodhound02.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/bloodhound10.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/irish_grayhound26.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/japanese_spaniel76.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/rotweiller13.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/redbone9.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/bloodhound17.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/irish_grayhound20.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/japanese_spaniel34.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/rotweiller18.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/norweight_elkahound10.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/norweight_elkahound13.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/japanese_spaniel51.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel11.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/bloodhound04.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/bloodhound21.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/Maltese24.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/Komondor02.jpg,the breed is Komondor
/home/user/dataset/dataset/demodata/irish_grayhound08.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/bloodhound01.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/irish_grayhound17.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/japanese_spaniel13.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/norweight_elkahound15.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/norweight_elkahound9.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/rotweiller25.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/japanese_spaniel02.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/norweight_elkahound5.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/japanese_spaniel62.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/Komondor08.jpg,the breed is Komondor
/home/user/dataset/dataset/demodata/norweight_elkahound1.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/rotweiller8.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/shitzu01.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/japanese_spaniel32.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel18.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/irish_grayhound10.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/shitzu19.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/rotweiller10.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/irish_grayhound22.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/redbone1.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/irish_grayhound19.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/norweight_elkahound12.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/bloodhound14.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/irish_grayhound01.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/rotweiller24.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/Maltese33.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/japanese_spaniel29.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/shitzu17.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/redbone2.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/shitzu04.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/japanese_spaniel71.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/norweight_elkahound3.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/japanese_spaniel06.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel15.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/rotweiller26.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/japanese_spaniel69.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/Komondor05.jpg,the breed is Komondor
/home/user/dataset/dataset/demodata/Maltese27.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/japanese_spaniel72.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/japanese_spaniel23.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/shitzu18.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/irish_grayhound11.jpg,the breed is irish_grayhound
/home/user/dataset/dataset/demodata/norweight_elkahound6.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/Maltese04.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/shitzu22.jpg,the breed is shitzu
/home/user/dataset/dataset/demodata/japanese_spaniel08.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/bloodhound07.jpg,the breed is bloodhound
/home/user/dataset/dataset/demodata/Maltese03.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/rotweiller22.jpg,the breed is rotweiller
/home/user/dataset/dataset/demodata/japanese_spaniel17.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/norweight_elkahound11.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/japanese_spaniel64.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/norweight_elkahound2.jpg,the breed is norweight_elkahound
/home/user/dataset/dataset/demodata/japanese_spaniel80.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/redbone6.jpg,the breed is redbone
/home/user/dataset/dataset/demodata/japanese_spaniel45.jpg,the breed is japanese_spaniel
/home/user/dataset/dataset/demodata/Maltese34.jpg,the breed is Maltese
/home/user/dataset/dataset/demodata/Komondor04.jpg,the breed is Komondor
/home/user/dataset/dataset/demodata/bloodhound20.jpg,the breed is bloodhound
